Gutschein/AktionsID;ProgrammID;Programmname;Titel;Gutschein-Code;Beschreibung;gültig ab;gültig bis;geändert am;Gutschein-/Aktionsart 1;Gutschein-/Aktionsart 2;Gutschein-/Aktionsart 3;Mindestbestellwert;Nur für Neukunden;Exklusiv;Partnerschaftsstatus;Werbemittelcode
"91339";"7270";"mirapodo - Schöner Schuhe shoppen";"Neu: 10% Rabatt für BK";"MRPAFFRAB10BK";"Neuer BK-Rabatt bei mirapodo für Sie. Ab heute und bis zum 31.05.15 erhalten alle unsere Bestandskunden ein 10% Startguthaben ab MBW: 59,00€. Gutschein-Code: MRPAFFRAB10BK *Gültig nur für Ihren Einkauf bei mirapodo.de bis zum 31.05.2015 für Neukunden und Bestandskunden. Nur anrechenbar auf das Sortiment von mirapodo.de ab einem Mindestbestellwert von 59€ und nur mit Kundenkonto. Keine Barauszahlung oder nachträgliche Anrechnung. Pro Haushalt und Bestellung nur ein Rabatt. Kombination mit Gutschein oder Gratisartikeln ausgeschlossen. Der Anspruch verfällt bei Vollretoure. Nicht auf Geschenkgutscheine anrechenbar. Einzelne Marken und Aktionen können von diesem Angebot ausgeschlossen sein. Es gelten unsere Gutscheinbedingungen auf mirapodo.de/gutscheine";"04.05.2015 00:00:00";"31.05.2015 00:00:00";"19.05.2015 09:16:34";"Für alle Produkte";"";"";"59,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7270&type=text&tnb=14' target='_blank'> Neu: 10% Rabatt für BK</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7270&type=text&tnb=14' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93111";"10035";"LinsenPlatz.de";"8% auf Monatslinsen - Kein MBW";"aff5plpml515";"Mit dem Gutscheincode erhalten alle Neukunden 8% Nachlass auf alle Monatslinsen bei Linsenplatz.de - Kein MBW";"18.05.2015 00:00:00";"31.05.2015 23:59:00";"18.05.2015 16:11:28";"Auf ausgewählte Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10035&type=text&tnb=8&ent=11' target='_blank'> 8% auf Monatslinsen - Kein MBW</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10035&type=text&tnb=8' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93110";"10035";"LinsenPlatz.de";"5 € auf Tageslinsen MBW 50,00 €";"aff5elptl515";"MIt dem Gutscheincode erhalten alle Neukunden 5,00 € Rabatt auf alle Tageslinsen bei Erreichen des MBW von 50,00 €.";"18.05.2015 00:00:00";"31.05.2015 23:59:00";"18.05.2015 16:10:16";"Auf ausgewählte Produkte";"";"";"50,00 €";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10035&type=text&tnb=8&ent=9' target='_blank'> 5 € auf Tageslinsen MBW 50,00 €</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10035&type=text&tnb=8' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93083";"6367";"Mister Spex";"8% auf Kontaktlinsen 05.15";"msxot-112815";"Sparen Sie 8% beim Kauf Ihrer Kontaktlinsen!";"18.05.2015 00:00:00";"31.05.2015 00:00:00";"18.05.2015 15:01:17";"Auf ausgewählte Produkte";"";"";"";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=6367&type=text&tnb=8' target='_blank'> 8% auf Kontaktlinsen 05.15</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=6367&type=text&tnb=8' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93088";"6367";"Mister Spex";"10% auf Brillen für Neukunden 05.15";"ms-spez2108";"Sparen Sie 10% beim Kauf Ihrer neuen Brille. Der Gutschein ist nur für Neukunden einlösbar.";"18.05.2015 00:00:00";"27.05.2015 00:00:00";"18.05.2015 15:01:06";"Auf ausgewählte Produkte";"";"";"";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=6367&type=text&tnb=8' target='_blank'> 10% auf Brillen für Neukunden 05.15</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=6367&type=text&tnb=8' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93012";"2988";"Douglas Parfümerie DACH";"AT: 15% Rabatt auf Pinsel";"A46MB";"Sichern Sie sich 15% Rabatt auf Pinsel im Douglas.at Online-Shop! Aktion: 15% Rabatt auf Pinsel Gutscheincode: A46MB Aktionszeitraum: Noch bis einschließlich 25.05.2015 Einmalig gültig für Ihren nächsten Einkauf. Nicht gültig für Gutscheine, Gutscheinkarten und Bücher. Nicht mit anderen Rabattaktionen kombinierbar.";"18.05.2015 00:00:00";"25.05.2015 00:00:00";"18.05.2015 10:21:36";"Auf ausgewählte Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=2988&type=text&tnb=45' target='_blank'> AT: 15% Rabatt auf Pinsel</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=2988&type=text&tnb=45' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"93001";"2150";"myToys.de - Einfach alles für Ihr Kind";"Gratis Schwimmbrille";"MYTSCHWIMM15";"Freuen Sie sich über eine kostenlose Schwimmbrille zu Ihrer Bestellung bei myToys.de! Gültig in Verbindung mit einer Online-Bestellung bei myToys.de bis 24.05.2015 (mit einem Mindestbestellwert von 25 €) und solange der Vorrat reicht (2.350 Gratisartikel verfügbar). Nur anrechenbar auf das Sortiment von myToys.de. Pro Kundenkonto und Bestellung nur ein Gratisartikel. Kombination mit Rabatt oder Gutschein sowie nachträgliche Zusendung ausgeschlossen. Nicht auf Bücher anrechenbar.";"18.05.2015 00:00:00";"24.05.2015 23:59:00";"18.05.2015 09:42:11";"Gratisprodukt";"";"";"25,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=2150&type=text&tnb=29' target='_blank'> Gratis Schwimmbrille</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=2150&type=text&tnb=29' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91096";"6159";"ZooRoyal - der Onlineshop für Ihr Haustier";"ZooRoyal Newsletter abonnieren und 5€ Gutschein sichern";"kein Code notwendig";"Kunden die den regelmäßig erscheinenden ZooRoyal Newsletter abonnieren, werden nicht nur stets als Erste über neue Artikel und Angebote informiert sondern erhalten auch einen 5€ Gutschein! Der Gutschein ist ab 15€ Mindesteinkaufswert gültig Der Newsletter ist natürlich jederzeit über einen Link in der eMail oder dieser Seite wieder abbestellbar.";"30.04.2015 00:00:00";"31.07.2015 00:00:00";"15.05.2015 13:37:14";"Sonstige";"";"";"15,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=6159&type=text&tnb=41&ent=136' target='_blank'> ZooRoyal Newsletter abonnieren und 5€ Gutschein sichern</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=6159&type=text&tnb=41' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92895";"3555";"ebrosia Weinshop";"Exklusives Weinprobierpaket nur 29,99€ inkl. Versand!";"151557-c135a8";"Probierpaket Genuss aus Frankreich, Spanien und Italien Statt 73,54€ nur 29,99€ inkl. Versand – 59% 2 Flaschen Château Triniac Latour de France, 2 Flaschen Viña Hortensia Rioja Preferido und 2 Flaschen Bianco Selezione del Re!";"15.05.2015 10:00:00";"31.05.2015 23:00:00";"15.05.2015 09:11:39";"Auf ausgewählte Produkte";"Versandkostenfrei";"Sonstige";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3555&type=text&tnb=51&ent=262' target='_blank'> Exklusives Weinprobierpaket nur 29,99€ inkl. Versand!</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3555&type=text&tnb=51' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92843";"7305";"Home24.de";"8% Rabatt bei 150 € MBW auf alle Home24 Sofas";"DPSSOFA";"8% Rabatt auf alle Sofas, bei 150€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 24.05.2015.";"18.05.2015 00:00:00";"24.05.2015 23:59:00";"13.05.2015 17:54:36";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"150,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17&ent=54' target='_blank'> 8% Rabatt bei 150 € MBW auf alle Home24 Sofas</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92840";"7305";"Home24.de";"8% Rabatt bei 150 € MBW auf alle Home24 Gardenloungemöbel";"DPSGARTENLOUNGE";"8% Rabatt auf alle Gardenloungemöbel, bei 150€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 24.05.2015";"18.05.2015 00:00:00";"24.05.2015 23:59:00";"13.05.2015 17:51:04";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"150,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17&ent=53' target='_blank'> 8% Rabatt bei 150 € MBW auf alle Home24 Gardenloungemöbel</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92828";"9138";"Thalia.de - Bücher, Medien und mehr";"15% Rabatt auf Spielwaren*";"SPIELSPASS15";"Bei Thalia.de erhalten Sie 15% Rabatt auf Spielwaren*. *Keine Filialabholung. Kein Mindestbestellwert. Gutschein nur gültig für Spielwaren. Aufladung der Thalia Geschenkkarte nicht möglich. Gutschein nicht mit anderen Aktionsgutscheinen bzw. Rabatt-Aktionen kombinierbar. Weiterverkauf bzw. Weitergabe und Handel des Gutscheincodes nicht gestattet. Barauszahlung nicht möglich. Rechtsweg ausgeschlossen.";"18.05.2015 00:00:00";"25.05.2015 23:59:00";"13.05.2015 17:27:47";"Auf ausgewählte Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=9138&type=text&tnb=223&ent=308' target='_blank'> 15% Rabatt auf Spielwaren*</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=9138&type=text&tnb=223' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92824";"6036";"buch.de Internet-Shop für Bücher, Musik, Filme";"15% Rabatt auf Spielwaren";"15SPIELSPASS";"Bei Buch.de erhalten Sie 15% Rabatt auf Spielwaren*. *Gutschein gültig bis 25.05.2015. Ohne Mindestbestellwert. Nur gültig für Spielwaren. Nicht kombinierbar mit anderen Aktionsgutscheinen und weiteren Preisaktionen. Nur einmal pro Bestellung einlösbar. Keine Barauszahlung. Kein Weiterverkauf.";"18.05.2015 00:00:00";"25.05.2015 23:59:00";"13.05.2015 17:24:23";"Auf ausgewählte Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=6036&type=text&tnb=123&ent=242' target='_blank'> 15% Rabatt auf Spielwaren</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=6036&type=text&tnb=123' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92045";"3555";"ebrosia Weinshop";"Château de Triniac Latour de France mit 65%-Rabatt und inkl. 4 Gläser";"151055-4a6987";"6 Fl. Château de Triniac Latour de France inkl. 4 Gläser für nur 39,99€ inkl. Versand statt regulär 109,74€";"13.05.2015 08:15:00";"24.05.2015 23:59:00";"13.05.2015 08:18:33";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3555&type=text&tnb=51&ent=259' target='_blank'> Château de Triniac Latour de France mit 65%-Rabatt und inkl. 4 Gläser</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3555&type=text&tnb=51' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92597";"11995";"QUELLE Deutschland";"€ 25,- auf das Gartensortiment inkl. Gartenmöbel und Gartentechnik";"66310";"- Mindestkaufwert (=Wert der behaltenen Artikel): € 125,-. - Gültig auf das Gartensortiment inkl. Gartenmöbel und Gartentechnik - Der Gutschein ist einmalig einlösbar, nicht mit anderen Aktionen kombinierbar und gilt nicht auf bereits getätigte Bestellungen. - Barablöse oder Kontogutschrift ist nicht möglich. - Bei Stornierung oder Vollretournierung verfällt der Anspruch. Ausgenommen sind Lieferkosten, Einbauküchen von Küche&Co, Miele sowie das Technik- und Mode-Sortiment von QUELLE.";"13.05.2015 00:00:00";"27.05.2015 23:59:00";"12.05.2015 17:15:04";"Auf ausgewählte Produkte";"";"";"125,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=11995&type=text&tnb=26&ent=10' target='_blank'> € 25,- auf das Gartensortiment inkl. Gartenmöbel und Gartentechnik</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=11995&type=text&tnb=26' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92596";"8040";"Galeria Kaufhof";"Rabattaktion Pfingsten";"PFINGSTEN15";"5€ Rabatt ab 50€ Einkaufswert, 10€ Rabatt ab 80€ Einkaufswert und 15€ Rabatt ab 110€ Einkaufswert vom 19.05 bis 24.05 mit dem Gutscheincode PFINGSTEN15 * * Ausgenommen Geschenk-Gutscheine, Kleinelektro, Lebensmittel, Süßwaren, selbstständige Vertragspartner, Cafés & Restaurants DINEA, Pfand, Tabakwaren, Technik, Zeitschriften, Bücher, Verlagserzeugnisse sowie Artikel der Marken: 1-2-3, Apanage, Apriori, Bayfield, Biba, Bijou Brigitte, Brand Pool, Camel, Conti Osvaldo/apri:co, Crumpler, Diesel, Eterna, Ergobag, G-Star, Gabor, Gelco, Gendera, Grimani, Guess (Lederwaren/Accessoires), Hallhuber, Dr. Hauschka, Hugo Boss (Lederwaren), Irina, J. Club, Jacques Britt, Joop!Living, Kapalua, Kern&Kuhn, Lloyd, Marc O´Polo, Nintendo, Oasis, Paul, Pepe, Ramp Eisenhut, Replay, Rimowa, Röckl, Springfield und Wellensteyn";"19.05.2015 00:00:00";"24.05.2015 23:59:00";"12.05.2015 17:10:32";"Bei mehreren Produkten";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=8040&type=text&tnb=17&ent=1907' target='_blank'> Rabattaktion Pfingsten</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=8040&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92537";"8040";"Galeria Kaufhof";"Schmuck-Aktion";"VORTEIL7783";"30% Rabatt auf die Marken Blossom und Ultimate Ceramic mit dem Gutscheincode VORTEIL7783 (gültig bis zum 31.05.15)";"13.05.2015 00:00:00";"31.05.2015 23:59:00";"12.05.2015 14:28:19";"Auf ausgewählte Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=8040&type=text&tnb=17&ent=1896' target='_blank'> Schmuck-Aktion</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=8040&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92519";"3568";"viking.de - Büroartikel";"15 EUR Rabattgutschein";"Q75-GENERAL15";"Alle Geschäftskunden erhalten einen 15 EUR Rabatt mit dem Gutscheincode Q75-GENERAL15, ab einem Mindestbestellwert von 89 EUR (Im Rahmen unserer allgemeinen Gutscheinbedingungen*), gültig vom 18.05. bis 31.05.2015. *Bitte beachten Sie die Gutscheinbedingungen von Viking: http://www.viking.de/specialLinks.do?ID=gutschein_legal";"18.05.2015 00:00:00";"31.05.2015 23:59:00";"12.05.2015 13:31:42";"Für alle Produkte";"Sonstige";"";"89,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3568&type=text&tnb=64&ent=235' target='_blank'> 15 EUR Rabattgutschein</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3568&type=text&tnb=64' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92129";"10117";"Katzenland.de - Katzenfutter und Katzenzubehör";"15% auf alle Artikel im Shop";"AFF-ALLESINTER-0315";"15% auf das gesamte Sortiment. Futter sowie Zubehör. Schnell sein und die ordentlichen Rabatte nutzen. Ab einem Mindestbestellwert von 75€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 17:17:52";"Für alle Produkte";"";"";"75,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10117&type=text&tnb=7&ent=63' target='_blank'> 15% auf alle Artikel im Shop</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10117&type=text&tnb=7' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92128";"10117";"Katzenland.de - Katzenfutter und Katzenzubehör";"22% auf alle Non-Food-Artikel";"AFF-ZUBEH-0622";"Katzenland gibt einen aus. Wir lieben nicht nur unsere Fellnasen sondern auch unsere Kunden. Daher gibt es 22% auf alle Non-Food-Artikel. Ab einem Mindestbestellwert von 69€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 17:15:23";"Auf ausgewählte Produkte";"";"";"69,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10117&type=text&tnb=7&ent=62' target='_blank'> 22% auf alle Non-Food-Artikel</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10117&type=text&tnb=7' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92127";"10117";"Katzenland.de - Katzenfutter und Katzenzubehör";"18% für Sammelbesteller und Vorratskäufer";"AFF-MITARB-0718";"Perfekt für Sammelbesteller und Vorratskäufer, mindestens 18€ sparen! 18% auf's gesamte Sortiment sparen. Ab einem Mindestbestellwert von 105€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 17:13:04";"Für alle Produkte";"";"";"105,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10117&type=text&tnb=7&ent=61' target='_blank'> 18% für Sammelbesteller und Vorratskäufer</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10117&type=text&tnb=7' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92123";"10058";"Hundeland.de";"15% auf alle Artikel im Shop";"AFF-ALLESINTER-0315";"15% auf das ganze Sortiment. Futter sowie Zubehör. Schnell sein und die ordentlichen Rabatte nutzen. Ab einem Mindestbestellwert von 75€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 17:01:30";"Für alle Produkte";"";"";"75,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10058&type=text&tnb=11&ent=70' target='_blank'> 15% auf alle Artikel im Shop</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10058&type=text&tnb=11' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92120";"10058";"Hundeland.de";"22% auf alle Non-Food-Artikel";"AFF-ZUBEH-0622";"Hundeland gibt einen aus. Wir lieben nicht nur unsere Fellnasen, sondern auch unsere Kunden. Daher bekommen Sie 22% auf alle Non-Food-Artikel. Ab einem Mindestbestellwert von 69€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 16:58:20";"Auf ausgewählte Produkte";"";"";"69,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10058&type=text&tnb=11&ent=69' target='_blank'> 22% auf alle Non-Food-Artikel</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10058&type=text&tnb=11' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92116";"10058";"Hundeland.de";"18% für Sammelbesteller und Vorratskäufer";"AFF-MITARB-0718";"Perfekt für Sammelbesteller und Vorratskäufer, mindestens 18€ sparen! 18% auf's gesamte Sortiment. Ab einem Mindestbestellwert von 105€.";"08.05.2015 17:00:00";"29.05.2015 23:59:00";"08.05.2015 16:54:08";"Für alle Produkte";"";"";"105,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10058&type=text&tnb=11&ent=68' target='_blank'> 18% für Sammelbesteller und Vorratskäufer</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10058&type=text&tnb=11' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92071";"9236";"DisneyStore";"GRATIS Winnie Puuh - Plüsch im Wert von 20,90 € ab 100€ Bestellwert";"AFFQ315WTP";"Ab 100€ Bestellwert bekommst du ein Winnie Puuh Plüsch im Wert von 20,90 € geschenkt >>>http://www.disneystore.de/kuscheltiere-spielzeug-winnie-puuh-stofftier-mittelgross/mp/38320/1000260/";"31.05.2015 00:00:00";"06.06.2015 00:00:00";"08.05.2015 14:30:18";"Gratisprodukt";"";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=9236&type=text&tnb=13&ent=226' target='_blank'> GRATIS Winnie Puuh - Plüsch im Wert von 20,90 € ab 100€ Bestellwert</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=9236&type=text&tnb=13' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92068";"9236";"DisneyStore";"GRATIS Stitch - Becher im Wert von 13€ ab 100€ Bestellwert";"AFFQ315ST";"Ab 100€ Bestellwert bekommst du ein Stitch - Becher im Wert von 13€ geschenkt >>> http://www.disneystore.de/tassen-becher-und-tassen-haushalt-stitch-becher-mit-namensbuchstaben/mp/47853/1500054/";"17.05.2015 00:00:00";"30.05.2015 00:00:00";"08.05.2015 14:23:41";"Gratisprodukt";"";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=9236&type=text&tnb=13&ent=226' target='_blank'> GRATIS Stitch - Becher im Wert von 13€ ab 100€ Bestellwert</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=9236&type=text&tnb=13' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92060";"10037";"BrillenPlatz.de";"7% auf Alles!";"aff07pbp0415";"Mit dem Gutscheincode aff07pbp0415 erhalten alle Kunden 7% auf das gesamte Sortiment bei Brillenplatz.de - Kein MBW! Nicht kombinierbar mit anderen Gutscheinen. Verlängerung der Aktion möglich. Für Neukunden und Bestandskunden. Nur einmal pro Kunde einlösbar.";"10.05.2015 00:00:00";"31.05.2015 23:59:00";"08.05.2015 13:10:22";"Für alle Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10037&type=text&tnb=10' target='_blank'> 7% auf Alles!</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10037&type=text&tnb=10' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92055";"10035";"LinsenPlatz.de";"10% auf alle imed-Produkte";"AFFLP10IMEDECIN7DB";"Mit dem Gutscheincode erhalten alle Neukunden 10% Rabatt auf alle imed Produkte bei Linsenplatz.de. Kein MBW.";"11.05.2015 00:00:00";"31.05.2015 23:59:00";"08.05.2015 12:55:03";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10035&type=text&tnb=8&ent=12' target='_blank'> 10% auf alle imed-Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10035&type=text&tnb=8' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
